product;coord_x;coord_y;label
Computador Ibyte Flash I1NW7HB64L Intel Core i3-2100 3.1GHz. 4GB. 500GB. DVD. Windows 7 Home Basic;5125210000000000;-6185320000000000;Computador
All-In-One HP ENVY 23-d020br TouchSmart com 3;7245660000000000;-7158820000000000;Computador
PC PAVILION P6660BR Ci5 4GB/1TB PTO HP;4.87031E+016;-4949910000000000;Computador
Computador HP All in One Omni 110 Pro com Intel Core 2 Duo E7500. 4GB. 1TB. Gravador de DVD. Leitor de Cart;6495110000000000;-7287520000000000;Computador
Computador Positivo I9500 com Intel Core i5-2310. 6GB. 1TB. Gravador de DVD. Leitor de Cart;3686090000000000;-8193980000000000;Computador
Computador PC SpaceBR. AMD Athlon? X2 5200 64. 2GB. HD 320GB. S;5542020000000000;-6627880000000000;Computador
CPU CCE c/ Intel Pentium E5800. 2GB. 500GB. Gravador de DVD e Windows 7;4.07924E+015;-6166080000000000;Computador
iMac MC812BZ/A c/ Intel Core i5 2.7GHz 4GB 1TB LCD LED 21.5 Superdrive (Leitor e Gravador de DVD/CD). Bluetooth. Wi-Fi. Webcam iSight. ATI Radeon HD 6770M 512MB. Mac OS X v10.6 Leopard - Apple;-4.38747E+015;-7499770000000000;Computador
COMP ALL IN ONE OMINI 100 5020BR PTO HP;723816000000000;-7163230000000000;Computador
DESKTOP HP G1000BR AMD E-350 2GB 500GB - HP;4.38097E+016;-5166170000000000;Computador
DESKTOP CORE I3 6GB 750GB MEGA HOME PR BV MEGAWARE;5.39223E+016;-3200700000000000;Computador
Computador HP Touchsmart All In One 610-1100br C/ Intel;7187440000000000;-7404780000000000;Computador
Computador Apple Mac Pro Mc561bz/a Intel;-6823970000000000;-5.77865E+016;Computador
Computador All-in-one HP 1101100BR com Processador AMD E-450 Dual-Core. 2GB de Mem;6924330000000000;-739322000000000;Computador
Computador Ibyte Naxos I7W7SL Intel Pentium Dual-Core E5700 3.0GHz. 2GB. 250GB. DVD. Windows 7 Starter;4944990000000000;-6162960000000000;Computador
Computador PC Philco AMD A6-3500 (Triple-Core). 6GB. HD 750GB. DTC-P966LM. DVD-RW - Linux;5498220000000000;-6633010000000001;Computador
Computador Core I3 4GB 500GB DVDRW Windows 7 Basic - Megaware;4963770000000000;-6469600000000000;Computador
DESKTOP AMD AZ1100BR10S 2GB HD500GB W7S;439640000000000;-5319610000000000;Computador
Computador PC All-in-One AOC AMD Brazos e350 (Dual Core). 2GB. HD 500GB. EVO 20325U. Tela 20. DVD-RW - Windows;6256350000000000;-6756270000000000;Computador
Computador Megaware c/ AMD Dual Core 2GB 500GB DVD-RW Linux - Megaware;535438000000000;-6663220000000000;Computador
UPDA1WC66120X1 : CPU com AMD C60 Dual Core 4GB 750GB W8 - Qbex;5242430000000000;-6791330000000000;Computador
DESK EVO LED ALL IN ONE 20 20325U PRETO AOC;634399000000000;-6796930000000000;Computador
APPLE IMAC MC814LZA I5 3.1/4/1TB/RW/27 2560 X 1440 VGA AMD RADEON HD 6970 1GB DED. DDR5/NOVO;-5660690000000000;-901256000000000;Computador
Computador Intel Core I3 4GB 500GB DVDRW Linux - Megaware;5.25271E+016;-5844300000000000;Computador
Computador H420 i3 (2;1.947E+016;-8951350000000000;Computador
DESK EMPRESAS 100 AIO 110V PRETO HP;1.24054E+016;-1.3327E+016;Computador
CPU c/ Core i3 540M 2GB 500GB DVD-RW Windows 7 Basic - Megaware;4.99002E+016;-7549210000000000;Computador
Computador Intel Celeron Dual Core.Tela 20.2GB.HD 500GB.Windows 7.DVD-RW.B300 All-in-one - Lenovo;679941000000000;-6959800000000000;Computador
Computador PC All in One AOC AMD E1 1200. 2GB. HD 500GB. EVO LED 9525U-w8SL.Tela 18.5 LED;6274080000000000;-6756290000000000;Computador
CPU HP Pavilion Slimline S5-1120BR Intel;4862040000000000;-5.47588E+016;Computador
Megaware MegaHome PD Series Intel Pentium Dual Core E5800 3.2 GHz 4096 MB 500 GB;1.99046E+016;-6825090000000000;Computador
COMPUTADOR PREM DUAL CORE 4GB 320G BLACK WEBONE;4794140000000001;-6470190000000000;Computador
Computador All In One 220-1000 - HP;7396660000000000;-7419030000000000;Computador
DESK CORE I7 4GB 500GB LNX ATLAS GOLD PR BIV QBEX;5258500000000000;-3.25118E+016;Computador
Computador HP All in One 200-5110BR c/ Intel Pentium E5400. 2GB. 640GB. Gravador de DVD. Webcam. LED 21.5 Widescreen Full HD e Windows 7;6717150000000000;-7116150000000000;Computador
Computador PC Spacebr AMD A8-3850. 4GB. HD 500GB. Gravador de DVD - Linux;5526870000000000;-662955000000000;Computador
Computador Intel Core i7. 4GB. HD 500GB. DVD-RW - Space BR;5.14696E+016;-575546000000000;Computador
Computador PC ICC Intel;5.876E+016;-6.04747E+016;Computador
CPU Dual Core E2140. 1.6GHZ. 1GB. 160GB. DVD-RW. Linux - Space Tech;4.90927E+016;-6.05941E+016;Computador
Computador HP All In One 200-5120 c/ Intel Pentium Dual Core E5400. 4GB. HD 750GB. Webcam. Leitor de Cart;6500880000000000;-7283250000000000;Computador
Computador Apple Mac Pro Md770bz/a Com Intel Xeon Quad Core. 6gb. HD 1tb. ATI Radeon HD 5770;-6738880000000000;-5994540000000000;Computador
Computador Megaware Mega Home DC Series PAMHDCNIXXX1368 Dual Core 5800 3.2Ghz. Windows 7 Starter. 2GB. HD 500GB. Gravador e Leitor de DVD;4694820000000000;-6015620000000000;Computador
CPU HP Pavilion P6-2000BR c/ Intel;4847190000000000;-5.46284E+016;Computador
098103026 : Desktop Philco DTB-P647LM / Intel Core i7 - 4GB / 1TB HD - Linux Mandriva;4927390000000000;-5.26926E+016;Computador
Computador HP G1000BR com Processador AMD E-350 Dual-Core. 2GB de Mem;482050000000000;-7071080000000000;Computador
iMac Apple com Intel;-1.49419E+015;-1168580000000000;Computador
All In One HP 2201100 com 2;7430050000000000;-7182980000000000;Computador
Computador Core I3 2GB 1TB Windows 7 Basic - Megaware;4966350000000000;-6471000000000000;Computador
UPDA1E1611916X : CPU com Intel Core 2 i5 4GB 1TB W8 - Qbex;5114610000000000;-5248830000000000;Computador
CPU Core 2 Duo E4700 2.6GHz 4GB 500GB DVD-RW Wireless Linux - Sunsix;1.80599E+016;-6.01409E+016;Computador
COMPUTADOR E1400 2GB 160GB PR - SPACE BR;5.35518E+016;-3.34018E+016;Computador
Computador Megaware Mega Home M5 Serie PAMHCINIXXX0324 Intel Core i3 2100 3.10Ghz. Windows 7 Home Basic. 6GB. HD 500GB. Gravador e Leitor de DVD. Prata;468293000000000;-6018930000000000;Computador
Computador HP Pavilion All in One 200-5330br c/ Intel;7183410000000000;-7405940000000000;Computador
Computador Intel;5776200000000000;-6036960000000000;Computador
COMPUTADOR AOC EVO 20 POLEGADAS 20325U PT;6262160000000000;-6595430000000000;Computador
Computador CD220S - CCE;5924030000000000;-5670720000000000;Computador
Computador HP TouchSmart 610-1100br com Intel Core i5-2300. 6GB. 1.5TB. Sintonizador de TV. Gravador de Blu-ray. LED 23 e Windows 7 Home Premium;3487650000000000;-6005220000000000;Computador
Megaware MegaHome M3 Series Intel Core i3-530 2.93 GHz 2048 MB 500 GB;1.95205E+016;-6807080000000000;Computador
COMP 4GB 750GB BZ006AA#AC4 ALL IN ONE 200 PR HP;6896900000000000;-6715970000000000;Computador
Computador HP All in One TouchSmart 320-1000br com AMD A4-3400. 4GB. 750GB. Gravador de DVD. Wireless. LED 20. Windows 7 Home Premium;6707930000000000;-7157330000000000;Computador
DESKTOP OMNI QE842AA#AC4 220-1100b PR BIV HP;5558540000000000;-324570000000000;Computador
APPLE IMAC MD094BZ / A COM PROCESSADOR INTEL CORE I5 2.9 8GB 1TB 21.5 - Ar70;-6663010000000000;-6211890000000000;Computador
Computador Qbex com Processador AMD Dual Core C 60 Mem;4.84072E+016;-706487000000000;Computador
Computador 2120 Intel Core i3. 2GB. 320GB. Linux - Space BR;515477000000000;-5751320000000000;Computador
Computador Space BR com Intel;5075270000000000;-5.63794E+016;Computador
Computador HP S5-1115BR c/ Pentium Dual Core G620 2GB 500GB Windows 7 Basic + Monitor LED 18.5 Widescreen e943Fwsk - AOC;4.37949E+015;-6127650000000000;Computador
Computador All-In-One HP Omni 1201100 com 2;7383770000000000;-742064000000000;Computador
Desktop i3-2120 - 4GB - 1T - W7_HB64 - Lenovo;2.90257E+016;-7329980000000000;Computador
Computador HP Pavilion p6-2000br com Intel Pentium G620. 2GB. 500GB. Gravador de DVD. Leitor de Cart;3.79709E+016;-8071330000000000;Computador
Computador Amd Phenom X4 9600. 4GB. HD1000GB. DVD-RW - Space BR -;5344680000000000;-6516660000000000;Computador
QZ248AA#AC4 : CPU Pavilion p7-1430br com Intel Core 3 i7 8GB 1TB W8 - HP;4796600000000000;-5338550000000000;Computador
COMPUTADOR AIO PAVILION 23B020BR PRETO BIV HP;4.99539E+016;-5580600000000000;Computador
Computador AOC EVO 9223PS c/ AMD Athlon L325. 2GB. HD 320GB. LCD 18.5. Wireless. Webcam e Windows 7;6.1555E+016;-6687990000000000;Computador
Computador HP All in One Omni 120-1000br com Intel Pentium Dual Core 2GB 500GB LED 20 HD Windows 7 Home Basic;6789710000000000;-7059210000000000;Computador
Mac Pro Apple MD770BZ/A c/ Intel Xeon Quad Core - 6GB 1TB OS X Mountain Lion Bluetooth;-6727210000000000;-6.01846E+016;Computador
Computador HP All in One Touchsmart 320-1000BR c/ AMD;710631000000000;-732281000000000;Computador
Computador ES1622 c/ Intel;5400080000000000;-5742020000000000;Computador
Computador All In One 220-1000 Intel Core I3 2GB 500GB LED 21.5 Full HD DVDRW Windows 7 Basic - HP;6808920000000001;-7042150000000000;Computador
Computador All In One EVO 2032EU - AOC ;6382460000000000;-6818830000000000;Computador
Computador CCE S5HA-116W c/ Intel Atom N270 1.60Ghz. 1GB. HD 160GB. Gravador de DVD e Windows XP + Monitor LCD 15;4644310000000000;-6169940000000000;Computador
Computador PC Sony VAIO. Intel;5.91159E+016;-6083360000000000;Computador
DESK CORE I3 6 GB.500 HD.DVD LINUX PR BIV SPACE;5.37365E+016;-3.19763E+016;Computador
PC ALL IN ONE 200-5120 PENTIUM 4GB/750GB PTO HP;7189980000000000;-7061600000000000;Computador
iMac Core i5 Quad Core 3.2GHz. Tela 27. 1TB de HD;2.31749E+015;-6297830000000000;Computador
Computador PC Spacebr AMD A8-3850. 4 N;5571970000000000;-6625520000000000;Computador
Computador All In One HP TouchSmart 320-1015br com AMD A4 4GB 1TB Windows 7;7077370000000000;-7292560000000000;Computador
Desktop All In One HP TouchSmart 600-1110BR c/ Intel;7227340000000000;-7201520000000000;Computador
Mac Mini MC936BZ/A c/ Intel;-7152500000000000;-5752410000000000;Computador
Computador Megaware Megahome com Intel Core i3-2120. 6GB. 750GB. Gravador de DVD e Windows 7;5148890000000000;-5.91667E+016;Computador
CPU Space BR c/ AMD Phenom X6 1055T. 4GB. 500GB. Gravador de DVD. Leitor de Cart;3.91532E+016;-8082079999999999;Computador
HP Pav Slimline S5-1015br PC BRZL 3GB 500GB;4.86012E+016;-497705000000000;Computador
COMPUTADOR E5300 4GB 500GB - PRETO SPACE BR;5081170000000000;-5654820000000000;Computador
QE848AA#AC4 : Desktop AIO 420-1010br com Intel Core 2 i5 4GB 1TB 21.5 W7P - HP;4797010000000000;-5.32397E+016;Computador
All -In-One Sony com Tela 21.5 sens;742167000000000;-7168920000000000;Computador
Computador Nova c/ Core 2 Duo E4600 2.4GHz. 2GB. 250GB e Windows Vista;4941680000000000;-6.2751E+016;Computador
UPDA1WC67120X1 : CPU com AMD Dual Core 4GB 1TB W8 - Qbex;5242160000000000;-6791130000000000;Computador
Computador EVO Amd 20325U 2GB/HD500GB Tela de LED 20 Windows 7 Starter;6113350000000000;-6794470000000000;Computador
Apple iMac MD096BZ Intel Core I5 3.2 GHz 8 GB / 1 TB;-6656010000000000;-6.20253E+016;Computador
Computador Ibyte Naxos I7W7SL Intel Pentium Dual-Core E5700 3.0GHz. 2GB. 250GB. DVD. Windows 7 Starter - Ibyte ;4944990000000000;-6163220000000000;Computador
QS446AA#AC4 : Desktop AIO 120-1000Br com Intel PDC 2GB 500GB 20 W7B - HP;4675950000000000;-5296740000000000;Computador
Desk X6 1055T 6GB HD640 W7HP -Space BR;4469590000000000;-5.31182E+016;Computador
Computador Pentium Dual Core 2GB 500GB DVDRW Windows 7 Starter - Megaware;4796330000000000;-6449120000000000;Computador
Computador AIO AZ1100-BR10S. AMD E350 Fusion 1.60 GHz. 2GB. HD 500GB. Windows 7 Starter. Monitor LED 20 - Acer;4393250000000000;-6120340000000000;Computador
Computador CCE;5924030000000000;-5.71728E+016;Computador
APPLE IMAC MC309LLA I5-2.5/4/500/RW/21.5;-6905190000000000;-5187250000000000;Computador
Computador All In One 18.5 Widescreen HP CQ1-1320br Atom D510 1.66GHz. Windows 7 Home Basic. 2GB. HD 320GB. Gravador e Leitor de DVD. Leitor de Cart;6597870000000000;-7200340000000000;Computador
UPDA1WC5610090 : CPU com AMD C60 Dual Core 4GB 500GB Linux - Qbex;5253880000000000;-6778710000000000;Computador
Computador HP Pavilion Slimline s5-1410br com Intel Core i3 4GB 500GB Windows 8;4959030000000000;-5.57475E+016;Computador
Computador Megaware WebOne MQ Series c/ Intel Core 2 Quad 8300 de 2.5Ghz. 4GB. 1TB e Windows 7;4935770000000000;-6244250000000000;Computador
DESK W7 1TB PAV SLIMLINE S51150BR PCBRZL PR BIV HP;5.51437E+016;-3304760000000000;Computador
Computador PC Megaware Intel;5.88102E+016;-6051140000000000;Computador
Mac Pro Apple MC561BZA c/ Dois Processadores Intel Xeon Westmere Quad-Core. 6GB. 1TB. SuperDrive. FireWire 800. Radeon HD 5770. Magic Mouse e OS X;-5.84223E+016;-8705610000000000;Computador
Computador HP All In One 20 Ref.20B010BR;7187880000000000;-7354590000000000;Computador
CPU S5-1220BR Core i3 4GB 500GB W7B - HP;4715490000000000;-5.35598E+016;Computador
DESKTOP HP ALL IN ONE OMNI 100-5020BR ATHLON II DUAL-CORE 3GB 500GB 20 BT582AA#AC4 - HP;7022360000000000;-71891500000000;Computador
Computador PC CCE Intel;5892960000000000;-5846080000000000;Computador
Computador Space BR com AMD X4-630. 8GB. 500GB. Gravador de DVD e Windows 7;5342060000000000;-651511000000000;Computador
DESK TOUCHSMART 420 -1000BR PRETO BIV HP;549469000000000;-3.35116E+016;Computador
Computador HP All-in-One TouchSmart 6101100 com 2;7384090000000000;-7419190000000000;Computador
Computador CCE A220S com Intel;588601000000000;-5.71052E+016;Computador
Computador All in One AOC EVO 20325U c/ AMD Dual Core E-350 1.6GHz 2GB RAM 500GB HD DVD-RW Webcam 1.3 LED 20 Windows 7 Starter - AOC;6.24079E+016;-6752410000000000;Computador
DESK ATOM D45.2GB.200.HD.W7 ST A220S PRT CCE;3.84872E+016;-4.38287E+015;Computador
Computador All-in-One Sony Vaio L225FBB com 2;7338570000000000;-74067500000000;Computador
All-In-One HP Intel Core i5. 4GB/1TB HD. Tela 23;7008780000000000;-7004660000000000;Computador
Computador All In One LCD 21.5 HP 200-5320br Core i3-550 3.2GHz. Windows 7 Home Basic. 2GB. HD 500GB. Gravador e Leitor de DVD. Leitor de Cart;6591050000000000;-7204850000000000;Computador
CPU Positivo L3065 c/ Intel Pentium E5800. 2GB. 500GB. Gravador de DVD e Windows 7;2.25784E+016;-7372700000000000;Computador
Computador CCE PS7232 Preto com Intel;5851480000000000;-5707890000000000;Computador
Desktop a115 via 01gb 160gb dvdrw linux;1.30066E+016;18348000000000;Computador
Computador All in One. Tela 20. 2GB. HD 500GB. Windows 7. DVD-RW. EVO LED 20325U - AOC;6276060000000000;-6764180000000000;Computador
DESKTOP G1000BR PRETO HP;4.3749E+016;-5060500000000000;Computador
Computador Ibyte Andros I1EW7S Intel Atom Dual-Core D525 1.8GHz. 2GB. 250GB. DVD. Windows 7 Starter - Ibyte ;4945050000000000;-6166340000000000;Computador
All-in-one TouchSmart HP 4201010BR com 2;7274360000000000;-7172210000000000;Computador
COMPUTADOR WIND. XP 1GB/160HD MONT.15 BRANCO CCE;3906130000000000;-4.51519E+016;Computador
PC Positivo 3D Unique K2130 c/ Intel Celeron - Dual Core 4GB 250GB Windows 8 LED 15 HDMI;2.0795E+016;-7513160000000000;Computador
DESK AMD II X6 8GB.1TB HD.DVD LINUX PR BIV SPACE;5283840000000000;-3.07715E+016;Computador
PC ALL IN ONE VAIO SVJ20213CBB PRETO BIV SONY;7184820000000000;-7043500000000000;Computador
Computador HP All in One 120-1100br com Intel Core i3 2GB 500GB LED HD 20 e Windows 7 Home Basic;680184000000000;-705890000000000;Computador
QZ329AA#AC4 : Desktop AIO TouchSmart 320-1015br com AMD A4-3400 4GB 1TB W7 - HP;4.42016E+016;-5304300000000000;Computador
Computador HP All-in-One 200-5320BR c/ Intel Core i3-550. 2GB. 500GB. Gravador de DVD. Leitor de Cart;6504460000000000;-727938000000000;Computador
CPU X6 4GB/500GB LINUX SPACEBR;441503000000000;-9.91836E+015;Computador
Computador Philco com Intel Core i3-2120. 4GB de Mem;5312990000000000;-5.915E+016;Computador
Computador PC All-in-One Positivo Intel;7331380000000000;-7566720000000000;Computador
UPDA1F192213X1 : CPU com Intel Core 2 i5 8GB 1TB Linux - Qbex;5.11919E+016;-5248340000000000;Computador
Computador PC Itautec Intel;5.87942E+016;-6049360000000000;Computador
COMPUTADOR BRAZOS C60 4GB 750GB W8 PR BIV QBEX;529474000000000;-3.29154E+016;Computador
DESK NEO PC N890 PENTIUM 2G PRETO POSITIVO;2.02468E+016;-7777360000000000;Computador
Computador Ibyte Andros I3L Intel Celeron Dual-Core E3400 2.6GHz. 2GB. 500GB. DVD - Ibyte ;5009720000000000;-6128700000000000;Computador
Computador Positivo i8250 3D com Intel Core i3-2100. 4GB. 1TB. Gravador de DVD. HDMI e Windows 7 Home Premium Original;2.39002E+016;-7231860000000000;Computador
Computador HP Compaq All in One CQ1-1320br c/ Intel;7183060000000000;-7404110000000000;Computador
COMPUTADOR C2D E7400 LNX 4GB 500HD EL450 PRETO CCE;3904520000000000;-4512000000000000;Computador
Mac mini 110W Power Adapter - Apple;878124000000000;1.69805E+016;Computador
DESKTOP INTEL CORE I3 I345L PRETO BIV CCE;3563580000000000;-4454820000000000;Computador
iMac Apple Core i5 Quad-Core 2.9GHz. 8GB. 21.5;2.3089E+016;-6297210000000000;Computador
CPU HP Pavilion Slimline S5-1015BR AMD Athlon? II - 3GB 500GB Windows 7 Grava DVD 6 USB;4.33033E+016;-6467720000000000;Computador
Computador All-in-One HP 120-1000BR com Processador Intel Pentium;7188350000000000;-7425290000000000;Computador
DESKTOP MEGAHOME COREI3+6GB PAMHCINIXXX0397 MEGAWA;1.30085E+016;1.83585E+016;Computador
All-in-one Touchsmart HP 320-1000BR com processador AMD Dual-Core A4-3400. 4 GB de Mem;69229900000000;-7389480000000000;Computador
QA244AA#AC4 : CPU Pavilion s5-1410br com Intel Core 2 i3 4GB 500GB W8 - HP;4772740000000000;-5359090000000000;Computador
Computador HP All in One Omni 220-1000br com Intel Core i3 2GB 500GB LED 21.5 Full HD e Windows 7 Home Basic;6796610000000000;-7059240000000000;Computador
Computador Intel Core 2 Quad Q8400 2.66GHz. 4GB. HD 500GB. Leitor e Gravador de DVD. Linux. com Mouse. Teclado e Caixa de Som - SPACE BR;4707290000000000;-5967380000000000;Computador
Computador PC HP Intel;5.88127E+016;-6050140000000000;Computador
Computador CCE CD220S com Intel;5915020000000000;-5.67725E+016;Computador
Computador All in One Touchscreen Sony Vaio VPCJ215FB/B c/ Intel Core i5-2410M. 6GB. 1TB. Leitor de Blu-ray. AMD Radeon HD 6470M. 21.5 e Windows 7;1.80242E+015;-6420980000000000;Computador
Desktop HP All-In-One 18-1000BR AMD E1-1200 2GB RAM 500GB HD Windows 8;7060730000000000;-7203930000000000;Computador
CPU ATHLON II X2 2G/500G BLK PIANO LINUX SPACEBR;4.07166E+015;-9.62596E+015;Computador
Computador Megaware Mega Home M3 Series PAMHCINIXXX0345 Core i3 2100 3.1Ghz. Windows 7 Home Basic. 4GB. HD 500GB. Gravador e Leitor de DVD. Black;4.66939E+016;-6034220000000000;Computador
COMPUTADOR 20 EVO LED 20325U W7H PR BIVOLT AOC;3.13161E+016;-3105800000000000;Computador
ALL IN ONE HP TOUCHSMART 320-1000BR AMD DUAL-CORE A4-3400 4GB 750GB - HP;7037420000000000;-7214480000000000;Computador
Computador P6-2000BR Dual Core 2GB 500GB DVDRW Windows 7 Basic - HP;4784300000000000;-6460750000000000;Computador
Computador PC All in One Spacebr Intel;7330100000000000;-755195000000000;Computador
DESK AMD II X4+8GB.DVD W7 BASIC 64BTS PR BIV SPACE;5.28247E+016;-307415000000000;Computador
DESKTOP HP PAVILION P7-1130BR COM PROCESSADOR INTEL CORE I5-2300 4GB 1TB W7 - HP;481101000000000;-5327930000000000;Computador
CPU HP Pavillion Slimline S5610 c/ AMD Athlon II X2 220. 4GB. 500GB. Gravador de DVD c/ LightScribe. Leitor de Cart;3901520000000000;-8129740000000000;Computador
PC PRES CQ1-1010BR ALL-IN-ONE ATOM 2GB HD 320GB HP;7184390000000000;-7083710000000000;Computador
Impressora Laserjet MonocromAtica Wireless - HP P1102W;-5563030000000000;-2.24756E+016;Impressora
Multifuncional EPSON TX 560 WD Wi-Fi+ Ethernet;-5847290000000000;-7590400000000000;Impressora
CP810BR : Impressora Fotogr;437141000000000;-4.96396E+016;Impressora
Multifuncional HP Officejet 7500A Colorida. Wireless. Grande Formato A3+. Fax - C9309A - CTIS Digital -;-4790840000000000;-6079760000000000;Impressora
Impressora Multifuncional 4 em 1 HP Officejet - J4500;-4.47848E+016;-671120000000000;Impressora
2b Impressora Laserjet Hp Hardware Ce657a#696 Laserjet Mono P1102w Wireless;-600824000000000;-2.46495E+016;Impressora
Impressora Samsung CLP-365W/SED - Laser Colorida Wi-Fi;-5912430000000001;-6514960000000000;Impressora
Impressora Canon Selphy CP800;-1.26918E+016;4.09074E+015;Impressora
Epson Impressora Stylus Jato de Tinta Colorida - T25 - Epson;-5.2971E+016;-6976470000000000;Impressora
Impressora Jato de Tinta Colorida - HP Deskjet 2000;-3834610000000000;-8510110000000001;Impressora
IMPRESSORA EPSON MATRICIAL POR PONTO FX890 EDG 110V;-3.11401E+016;-7553660000000000;Impressora
Multifuncional Laser Color M275 TopShot c/ Digitaliza;-6.27432E+016;-393969000000000;Impressora
Multifuncional HP Officejet Pro 8600 Plus C/ Eprint - Impressora. Copiadora. Scanner. Web e Fax;-4352970000000000;-7479860000000000;Impressora
Impressora Color Laserjet CP1525NW - HP;-6821960000000000;-3958080000000000;Impressora
Multifuncional Laser HP Laserjet Pro CM1415FNW - Impressora. Copiadora. Fax. Scanner. 110V;-4.47104E+015;-7421580000000000;Impressora
Impressora Multifuncional HP Photosmart PLUS Eaio B210 CN216A;-2.32448E+016;-4772920000000000;Impressora
Multifuncional HP Deskjet Ink Advantage 2516 - Copiadora. Scanner. Impressora - USB;-327430000000000;-879929000000000;Impressora
Impressora Jato de Tinta Colorida HP Deskjet 2000. Confi;-3834950000000000;-8510490000000001;Impressora
Multifunc Stylus - C11CA78212 - Epson;-5925050000000000;-7526590000000000;Impressora
Impressora OKI Matricial - ML 420;-8176230000000000;-2096940000000000;Impressora
Impressora LaserJet Pro 400 M401DN (CF278A) - HP;-6748830000000000;-3384470000000000;Impressora
Impressora Hp Deskjet 1000 J110a Jato De Tinta Econ;-3610710000000000;-8112610000000000;Impressora
Impressora HP Laserjet Mono P1102W + Wifi 110V;-5852930000000;-2425490000000000;Impressora
Impressora HP Lasejet CP2025dn Laser Color 600x600dpi 20ppm 384MB;-527465000000000;-1996800000000000;Impressora
Impressora Jato de Tinta Color Epson L800;-4441630000000000;-9.03562E+015;Impressora
Multifuncional Stylus TX430W Jato de Tinta 4 cores - Epson;-5685420000000000;-7696920000000000;Impressora
Multifuncional HP Deskjet Ink Advantage 5525 com Wireless. ePrint e Leitor de Cart;-3.34277E+016;-8990850000000000;Impressora
Impressora HP Jato de tinta Officejet 4000 Printer;-5251710000000000;-6.17642E+016;Impressora
Impressora Work Epson. Jato de Tinta. Conex;-5420110000000000;-7126590000000000;Impressora
Multifuncional Laser Color MFC-9010CN BROTHER;7786240000000000;-3.88267E+016;Impressora
Impressora Multifuncional HP Deskjet 3050 Colorido Com Wireless;-3475710000000000;-9.29505E+015;Impressora
Impressora P1102W Laser Mono LaserJet CE657A 110V - HP;-599940000000000;-2465050000000000;Impressora
Multifuncional HP LaserJet Pro CM1415FN (Imprime. Copia. Digitaliza e Fax);-6.13674E+016;-3393470000000000;Impressora
Impressora Jato de Tinta Monocrom;-795213000000000;-3400830000000000;Impressora
Impressora Laser Samsung ML-2955ND/XAZ;-6811440000000000;-4347430000000000;Impressora
Impresspra HP Jato de Tinta Deskjet 1000 CH340A;-4.08511E+016;-928808000000000;Impressora
Multifuncional Jato de Tinta Colorida HP Deskjet Ink Advantage 3516. Copia. Digitaliza. Wi-fi. ePrint. Visor LCD 2. 110/220V;-3.51604E+016;-8674360000000000;Impressora
Impressora Multifuncional HP-MFP JT ADVANTAGE 2516;-3.12376E+016;-882792000000000;Impressora
Impressora Laser Colorida Hi-QLED - Xerox Phaser 6000/B;-6034430000000000;-6228370000000000;Impressora
Multifuncional Deskjet Ink Advantage 4615 CZ283A - HP;-3267390000000000;-9.01627E+015;Impressora
Multifuncional Jato de Tinta Color Epson Stylus Foto TX 730WD. Copia. Digitaliza. Wi-Fi. Impress;-5.55149E+016;-7541360000000000;Impressora
Impressora Laser Oki Data B410DN;-5.59703E+016;-1.76907E+016;Impressora
IMPRESSORA LASERJET P2055DN DUPLEX REDE 35PPM - BEST - INFORMATICA;-7018650000000000;-3.10361E+016;Impressora
IMPRESSORA HP OFFICEJET 6000N 32PPM 7.000 (SUBSTITUTA DA 5940. 6940. D4260) (REDE) - CB051A;-5612020000000000;-5825210000000000;Impressora
Multifuncional LaserJet Pro 400 M425DN (CF286A) - HP;-6691040000000000;-3393310000000000;Impressora
Multifuncional Laser 6 em 1 ;-1.34337E+016;4875500000000000;Impressora
Multifuncional DeskJet Color PIXMA MP280 CANON;-4382620000000000;-886563000000000;Impressora
Impressora Laserjet P2055dn HP;-6980680000000000;-3202540000000000;Impressora
Impressora Color Laserjet CP3525n - HP -;-683067000000000;-3.93946E+016;Impressora
Impressora Laser Brother HL2130;7893840000000000;-2.71396E+016;Impressora
Impressora Epson K101 Monocrom;-8150520000000000;-3583830000000000;Impressora
Impressora Laser Mono B430dn - OKI;-5591980000000000;-1.76673E+016;Impressora
Multifuncional Canon Pixma MX-431 com Fax e Wi-Fi;-4664230000000000;-8125040000000000;Impressora
Multifuncional Jato de Tinta Canon Mx360 - Impressora. Copiadora. Scanner e Fax;-4.5921E+016;-7922720000000000;Impressora
Multifuncional Jato de Tinta CM750A OfficeJet Pr;-5044500000000000;-6280650000000000;Impressora
Impressora Laser Samsung ML2955DN. Monocrom;-81333300000000;-2891570000000000;Impressora
Multifuncional Xerox WorkCentre 6015 B - Impressora. Copiadora e Scanner;-4.48096E+015;-7666880000000000;Impressora
Impressora HP Officejet Pro 8100 Dwn Jato de Tinta Com E-print. Wi-fi. Frente e Verso Autom;-4962180000000000;-5.94177E+016;Impressora
Du Multifuncional Officejet Hp Hardware C9309a#ac4 Oj 7500a E-all-in-one A3;7471520000000000;-6779480000000000;Impressora
Multifuncional a Laser Monocrom;-7987830000000000;-3092960000000000;Impressora
Impressora OKI C330DN Laser Colorida. 110V. USB 2.0. Mem;-7153340000000000;-3.34287E+016;Impressora
HP HP Officejet Pro K8600 CB015M#696. Colorida. Velocidade preto de 35ppm. resolu;-4.81011E+016;-5970190000000001;Impressora
